LSOA code,March,Dec
E01003058,"320,500","312,500"
E01003059,"249,950","190,000"
E01003060,:,:
E01003061,"275,000","267,000"
E01003062,"220,000","222,500"
E01003063,"212,500","214,000"
E01003064,"292,500","317,950"
E01003065,"240,000","209,000"
E01003066,"202,000","216,000"
E01003067,"359,950","413,000"
E01003068,"315,000","294,000"
E01003069,"277,500","230,000"
E01003070,"239,000","249,000"
E01003071,"360,000","401,625"
E01003072,"580,575","550,000"
E01003073,"308,500","377,500"
E01003074,"322,500","326,250"
E01003075,:,:
E01003076,"220,000","230,000"
E01003077,"250,000","250,000"
E01003078,"397,250","380,000"
E01003079,"255,000","192,000"
E01003080,"231,750","244,950"
E01003081,"197,500","315,000"
E01003082,"248,000","187,250"
E01003083,"242,500","406,000"
E01003084,"284,250","252,375"
E01003085,"341,250","342,250"
E01003086,"203,498","172,500"
E01003087,"160,000","158,000"
E01003088,"335,975","389,000"
E01003089,"241,250","207,000"
E01003090,"295,000","383,250"
E01003091,"320,000","245,000"
E01003092,"245,000","260,000"
E01003093,"240,000","228,750"
E01003094,"507,500","436,250"
E01003095,"304,000","335,000"
E01003096,"279,745","312,850"
E01003097,"221,150","248,750"
E01003098,"306,000","670,000"
E01003099,"247,500","247,500"
E01003100,"285,250","271,250"
E01003101,"317,500","242,500"
E01003102,"360,000","374,000"
E01003104,"272,500","310,500"
E01003105,"295,000","260,000"
E01003106,"377,000","378,000"
E01003107,"494,500","460,000"
E01003108,"178,000","220,000"
E01003109,"386,250","355,000"
E01003110,"325,000","357,500"
E01003111,:,:
E01003112,"380,000","353,000"
E01003113,"224,500","234,000"
E01003114,"285,500","242,000"
E01003115,"225,000","293,750"
E01003116,"279,000","249,999"
E01003117,"275,000","250,000"
E01003118,"327,500","259,250"
E01003119,"223,000","237,500"
E01003120,"242,500","221,250"
E01003121,:,:
E01003122,"297,500","367,500"
E01003123,"450,000","342,000"
E01003124,"290,000","231,000"
E01003125,:,:
E01003126,"179,950","215,000"
E01003127,"335,000","378,000"
E01003128,"210,000","205,000"
E01003129,"306,500","265,000"
E01003130,"249,950","227,000"
E01003131,"265,000","325,000"
E01003132,"258,500","202,250"
E01003133,"258,750","250,000"
E01003134,"303,500","305,000"
E01003135,"250,000","265,000"
E01003136,"201,750","195,000"
E01003137,"172,500","161,500"
E01003138,"410,000","365,000"
E01003139,"259,200","247,000"
E01003140,"250,000","262,500"
E01003141,"263,500","250,000"
E01003142,"242,750","238,000"
E01003143,"240,000","248,000"
E01003144,"363,000","495,000"
E01003145,"208,750","201,250"
E01003146,"265,000","240,000"
E01003147,"249,999","250,000"
E01003148,"279,000","247,500"
E01003149,"185,000","210,000"
E01003150,"182,500","175,750"
E01003151,"193,250","200,750"
E01003152,"250,000","310,000"
E01003153,"192,500","225,000"
E01003154,"189,950","250,000"
E01003155,"315,000","312,500"
E01003156,"338,975","369,000"
E01003157,"600,000","636,278"
E01003158,"398,000","412,500"
E01003159,"332,500",:
E01003160,:,:
E01003161,"450,000","627,000"
E01003162,:,"184,975"
E01003163,"396,000","400,000"
E01003164,"245,000","245,000"
E01003165,"427,750","387,500"
E01003166,"225,000","215,000"
E01003167,"385,000","461,500"
E01003168,:,:
E01003169,"262,500","282,500"
E01003170,"365,000","400,500"
E01003171,"239,250","247,000"
E01003172,"210,000","162,000"
E01003173,"318,000","305,000"
E01003174,:,"220,000"
E01003175,"339,950","215,000"
E01003176,"132,000","187,475"
E01003177,"278,000","342,500"
E01003178,"332,500","342,750"
E01003179,:,"198,500"
E01003180,"387,500","377,500"
E01003181,"242,500","295,000"
E01003182,"221,000","274,750"
E01003183,"310,000","394,620"
E01003184,"193,000",:
E01003185,"314,000","305,000"
E01003186,"320,000","336,250"
E01003187,"315,000","220,000"
E01003188,"238,000","200,000"
E01032582,"375,000","466,000"
E01033207,"311,000","295,000"
E01033208,"495,000","600,000"
E01003189,"192,000","193,750"
E01003190,"185,000","208,000"
E01003191,:,"158,500"
E01003192,"157,500","175,000"
E01003193,"230,000","270,000"
E01003194,"180,000","194,250"
E01003195,"230,000","235,000"
E01003196,"190,000","193,000"
E01003197,"192,000","205,000"
E01003198,"355,000","353,500"
E01003199,"263,500","345,000"
E01003200,"384,000","435,017"
E01003201,"355,000","330,000"
E01003202,"319,000","485,000"
E01003203,"194,400","212,500"
E01003204,"370,000","352,500"
E01003205,:,:
E01003206,"279,500","335,825"
E01003207,:,"278,000"
E01003209,"291,500","234,000"
E01003210,"250,000","243,750"
E01003211,"250,000","250,000"
E01003212,"270,000","250,000"
E01003213,"283,000","275,000"
E01003214,"371,690","180,500"
E01003215,"249,950","245,975"
E01003216,"270,000","350,000"
E01003217,"221,750","216,000"
E01003218,"258,750","236,250"
E01003219,"250,000","247,500"
E01003220,"220,000","165,000"
E01003221,"195,000","218,000"
E01003222,"250,000","227,500"
E01003223,"320,000","320,000"
E01003224,"245,000","252,500"
E01003225,"287,000","308,700"
E01003226,"217,750","232,000"
E01003227,"293,000","280,000"
E01003228,"310,000","308,000"
E01003229,"195,000","234,750"
E01003230,"248,000","263,000"
E01003231,"255,000","272,500"
E01003232,"315,000","383,250"
E01003233,"265,000","280,000"
E01003235,"315,000","210,000"
E01003236,"179,000","180,000"
E01003237,"188,315","184,000"
E01003238,"181,000","177,750"
E01003239,"195,000","188,500"
E01003240,"184,000","174,000"
E01003241,"250,000","249,990"
E01003243,"199,000","207,000"
E01003244,:,:
E01003245,:,:
E01003246,:,"182,500"
E01003247,"250,000","230,000"
E01003248,"140,000","138,500"
E01003249,"275,500","212,500"
E01003250,"290,000","274,500"
E01003251,"169,750",:
E01003252,:,:
E01003253,"128,000","189,500"
E01003254,"331,500","377,500"
E01003255,"202,500","230,000"
E01003256,"236,000","235,000"
E01003257,"247,000","230,000"
E01003258,"180,000","241,000"
E01003259,"247,000","241,000"
E01003260,"491,248","469,498"
E01003261,"350,000","247,500"
E01003262,"240,000","242,500"
E01003263,"202,000","242,500"
E01003264,"216,500","201,250"
E01003265,"156,000","161,500"
E01003266,"170,000","175,000"
E01003267,"181,500","183,000"
E01003268,"215,000","241,100"
E01003269,"195,500","226,500"
E01003270,"240,000","179,500"
E01003271,"279,995","293,000"
E01003272,"273,000","350,500"
E01003273,"324,750","280,000"
E01003274,"250,000","258,600"
E01003275,"230,000","240,000"
E01003276,"352,000","366,720"
E01003277,"259,975","250,000"
E01003278,"205,000","249,975"
E01003279,"280,000","303,750"
E01003280,"228,250","290,000"
E01003281,"340,000","309,000"
E01003282,"219,995","250,000"
E01003283,"428,750","433,750"
E01003284,"225,000","285,000"
E01003285,"183,500","231,500"
E01003286,"240,000","250,000"
E01003287,"300,000","320,000"
E01003288,"201,500","178,500"
E01003290,"181,000","195,000"
E01003291,"250,000","183,125"
E01003292,"250,000","250,000"
E01003293,"211,000","197,748"
E01003295,"250,500","232,000"
E01003296,"173,250","190,000"
E01003297,"144,000","127,000"
E01003298,"170,000",:
E01003299,"275,000","340,000"
E01003300,:,"222,500"
E01003301,"184,250","232,500"
E01003302,"154,750","175,000"
E01003303,"249,000","237,500"
E01003304,"171,500","197,500"
E01003305,"265,900","278,000"
E01003307,"250,000","265,000"
E01003308,"242,500","226,000"
E01003309,"277,500","220,250"
E01003310,"209,875","225,000"
E01003311,"323,500","330,000"
E01003312,"246,459","249,973"
E01003313,"227,000","240,000"
E01003314,"255,750","275,500"
E01003315,"238,000","247,750"
E01003316,"276,250","345,000"
E01003317,"228,750","208,000"
E01003318,"188,000","151,500"
E01003319,"180,000","183,500"
E01003320,"218,000","232,000"
E01003321,"195,000","242,500"
E01003322,"205,000","250,000"
E01003323,"211,498","181,500"
E01003324,"207,500","184,000"
E01003325,"241,758","230,000"
E01003326,"231,000","250,000"
E01003327,"250,000","250,000"
E01003328,"254,875","227,500"
E01003329,"238,750","240,000"
E01003330,:,"290,000"
E01003331,"263,750","317,500"
E01003332,"240,000","250,000"
E01003333,"240,000","247,495"
E01003334,"182,000","202,500"
E01003335,:,"520,000"
E01003336,:,:
E01003337,:,:
E01003338,:,"203,000"
E01003339,"216,766","240,000"
E01003340,"246,750","247,500"
E01003341,"307,500","285,000"
E01003342,"241,000","243,000"
E01003343,"454,000","312,000"
E01003344,"220,875","213,500"
E01003345,"275,000","241,500"
E01003346,"198,500","218,000"
E01003347,:,"130,000"
E01003348,"225,000","225,000"
E01003349,:,"176,000"
E01003350,"231,500","235,000"
E01003351,"176,000","175,500"
E01003352,"258,750","250,000"
E01003353,"205,000","237,500"
E01003354,"148,725","132,500"
E01032564,"175,000","165,150"
E01032565,"179,000","181,500"
E01032579,"168,000","151,000"
E01033320,"220,000","218,750"
E01033322,"200,000","196,500"
E01033324,"303,750","327,000"
E01033325,"249,000","239,250"
E01033327,"182,500","223,500"
E01033341,"190,000","207,900"
E01003355,"400,000","363,000"
E01003356,"499,990","537,500"
E01003357,"215,000","207,500"
E01003358,"370,000","411,100"
E01003359,"330,000","322,500"
E01003360,"390,000","450,000"
E01003361,"327,500","340,000"
E01003362,"340,000","332,500"
E01003363,"292,500","332,500"
E01003364,"339,950","297,000"
E01003365,"342,500","343,500"
E01003366,"247,000","337,500"
E01003367,"257,000","249,000"
E01003368,"243,000","245,000"
E01003369,"234,000","233,000"
E01003370,"228,237","239,500"
E01003371,"330,000","293,500"
E01003372,"202,500","245,000"
E01003373,"150,000","170,000"
E01003374,"153,000","195,000"
E01003375,"227,500","184,600"
E01003376,"225,000","230,000"
E01003377,:,"127,500"
E01003378,"205,000","210,000"
E01003379,"187,500","150,000"
E01003380,"370,000","354,000"
E01003381,"362,500","373,500"
E01003382,"385,000","380,000"
E01003383,"397,950","400,000"
E01003384,"472,500","586,500"
E01003385,"512,500","479,975"
E01003386,"189,000","232,500"
E01003387,"171,750","180,975"
E01003388,"225,975","217,500"
E01003389,"190,500","212,500"
E01003390,"125,000","125,000"
E01003391,:,:
E01003392,"234,000","212,500"
E01003393,"187,750","209,500"
E01003394,"257,500","240,000"
E01003395,"250,000","250,000"
E01003396,"279,000","312,500"
E01003397,"250,000","240,000"
E01003398,"280,000","297,500"
E01003399,"330,000","322,500"
E01003400,"397,450","389,500"
E01003401,"383,500","359,750"
E01003402,"550,000","565,000"
E01003403,"375,000","494,450"
E01003404,"399,875","363,750"
E01003405,"210,250","213,475"
E01003406,"249,000","245,000"
E01003407,"179,000","154,500"
E01003408,"206,000","212,500"
E01003409,"228,500","243,000"
E01003410,"230,000","197,000"
E01003411,"191,250","217,500"
E01003412,"190,000","184,000"
E01003413,"206,000","199,000"
E01003414,:,"245,000"
E01003415,"227,500","230,000"
E01003416,"231,250","231,250"
E01003417,"286,250","265,000"
E01003418,"263,000","280,000"
E01003419,"223,500","250,000"
E01003420,"250,000","236,000"
E01003421,"172,500","195,000"
E01003422,"262,475","275,000"
E01003423,"239,500","336,250"
E01003424,"563,500","528,000"
E01003425,"500,000","485,000"
E01003426,"365,000","365,860"
E01003427,"244,250","195,000"
E01003428,"300,000","367,500"
E01003429,"225,000","235,000"
E01003430,"155,000","166,000"
E01003431,"207,500","182,000"
E01003432,"243,000","247,475"
E01003433,"222,000","160,000"
E01003434,"225,000","228,000"
E01003435,"197,000","235,000"
E01003436,"220,000","207,500"
E01003437,"227,500","242,000"
E01003438,"205,500","212,000"
E01003439,"249,000","230,000"
E01003440,"227,000","203,000"
E01003441,"210,000","171,250"
E01003442,"615,000","564,750"
E01003443,"638,000","591,000"
E01003444,"330,000","445,000"
E01003445,"485,000","487,500"
E01003446,"240,000","249,950"
E01003447,"206,000","210,000"
E01003448,"194,995","209,000"
E01003449,"213,000","237,750"
E01003450,"217,500","218,750"
E01003451,:,"272,500"
E01003452,"199,000","185,000"
E01003453,"235,000","235,000"
E01003454,"315,000","384,975"
E01003455,"244,000","245,000"
E01003456,"390,000","373,000"
E01003457,"607,500","640,000"
E01003458,"494,750","380,000"
E01003459,"285,000","283,000"
E01003460,"2,075,000","1,025,001"
E01003461,"575,000","847,500"
E01003462,"760,000","800,000"
E01003463,"1,200,000","937,500"
E01003464,"1,295,000","1,160,000"
E01003465,"1,900,000","1,925,500"
E01003466,"355,000","347,500"
E01003467,"375,000","263,750"
E01003468,"337,250","328,500"
E01003469,"247,250","246,875"
E01003470,"328,750","310,000"
E01003471,"380,000","380,000"
E01003472,"611,000","628,750"
E01003473,"630,000","585,000"
E01003474,"1,125,000","1,210,000"
E01003475,"250,000","250,000"
E01003476,"818,000","765,000"
E01003477,"496,000","525,000"
E01003478,"565,000","570,750"
E01003479,"160,000","154,000"
E01003480,"220,000","227,500"
E01003481,"215,000","227,500"
E01003482,"250,000","250,000"
E01003483,"227,000","272,500"
E01003484,"236,500","223,250"
E01003485,"222,000","222,498"
E01003486,:,:
E01003487,:,:
E01003488,:,:
E01003489,"180,000",:
E01003490,"190,000","206,500"
E01003491,"194,000",:
E01003492,"203,000","220,000"
E01003493,"209,500","226,000"
E01003494,"211,000","199,995"
E01003495,"212,500","228,500"
E01003496,:,"204,250"
E01003497,"213,000","206,250"
E01003498,"193,000",:
E01003499,"202,000","125,000"
E01003500,:,"240,000"
E01003501,"188,000","191,500"
E01003502,"160,000","182,500"
E01003503,:,:
E01003506,:,:
E01003507,"215,000","182,500"
E01003508,"195,000","190,500"
E01003509,"150,000","138,000"
E01003511,:,:
E01003512,"192,250","180,000"
E01003513,"210,000","239,000"
E01003514,"183,500","182,500"
E01003515,"125,000",:
E01003516,"200,500","180,000"
E01003517,"215,000","191,000"
E01003518,"201,250","202,500"
E01003519,"222,500",:
E01003520,"225,000","249,498"
E01003521,"195,500","226,750"
E01003522,"212,500","190,000"
E01003523,"157,500","115,000"
E01003524,"235,000","216,000"
E01003525,:,"220,000"
E01003526,"210,000","195,000"
E01003527,"228,000","200,000"
E01003528,"155,000",:
E01003529,"240,000",:
E01003530,"249,000",:
E01003531,:,:
E01003532,"250,000","235,000"
E01003533,"225,000",:
E01003534,"240,000","221,500"
E01003535,"200,000",:
E01003536,"185,000","171,500"
E01003537,"193,500","200,000"
E01003538,"204,000","220,000"
E01003539,"206,000","203,000"
E01003540,:,"181,000"
E01003541,"203,000","191,000"
E01003542,"221,000","150,500"
E01003543,"209,000","247,000"
E01003544,"183,500","209,000"
E01003545,"250,000","230,000"
E01003546,"245,000","215,000"
E01003547,"285,000","280,000"
E01003548,"250,000","227,750"
E01003549,"199,000","193,000"
E01003550,"270,000","132,000"
E01003551,"143,500","250,000"
E01003552,"322,500","249,950"
E01003553,"209,000","175,000"
E01003554,"270,000","246,250"
E01003555,"452,500",:
E01003556,"130,000","143,750"
E01003557,:,:
E01003558,"150,000","149,500"
E01003559,"230,000","237,000"
E01003560,"230,000","220,000"
E01003561,"248,000","239,000"
E01003562,"228,750","175,000"
E01003563,"190,000","224,500"
E01003564,"215,000","220,000"
E01003565,:,"215,000"
E01003566,:,:
E01003567,"246,500","169,500"
E01003568,"160,000","244,000"
E01003569,"280,000",:
E01003570,"210,000","226,000"
E01003571,:,:
E01003572,:,"270,000"
E01003573,:,"214,500"
E01003574,"215,000","235,500"
E01003575,"213,000","212,000"
E01003576,"199,000",:
E01003577,"160,000","170,000"
E01003578,"192,000","177,000"
E01003579,"245,000","240,000"
E01003580,"207,500","200,000"
E01003581,:,"205,000"
E01003582,"194,248","183,000"
E01003583,"219,500",:
E01003584,"263,500","292,500"
E01003585,:,"220,000"
E01003586,"234,995",:
E01003587,"175,000","152,498"
E01003588,:,:
E01003589,"226,000","198,500"
E01003590,:,"209,000"
E01003591,"249,000","150,000"
E01003592,"200,500","198,000"
E01003593,:,:
E01003594,"237,000",:
E01003595,"175,000",:
E01003596,"295,000","245,000"
E01003597,"202,094","220,000"
E01003598,:,:
E01003599,"190,000",:
E01003600,"232,000",:
E01003601,"207,500","226,500"
E01003602,"220,000","227,000"
E01003603,"189,500","183,500"
E01003604,"170,000","163,000"
E01003605,"193,000","164,000"
E01003606,"195,000","195,000"
E01003607,:,"180,000"
E01003608,"192,000","195,500"
E01003609,"243,500","242,495"
E01003611,:,:
E01003615,:,"237,000"
E01003616,"249,997","242,000"
