LSOA code,March,Dec
E01027284,"237,500","193,000"
E01027285,"148,000","191,500"
E01027286,"205,000","265,000"
E01027287,"176,500","203,500"
E01027288,"217,000","228,000"
E01027289,"247,475","238,000"
E01027290,"270,000","290,000"
E01027291,"242,500","230,000"
E01027292,"202,500","182,000"
E01027293,"200,000","207,000"
E01027294,"215,000","227,500"
E01027295,"247,250","249,995"
E01027296,"264,975","271,500"
E01027297,"310,000","315,000"
E01027298,"182,000","175,000"
E01027299,"155,750","163,500"
E01027300,"214,500","240,000"
E01027301,"182,500","175,000"
E01027302,"136,248","137,500"
E01027303,"163,000","225,000"
E01027304,"291,500","335,000"
E01027305,"200,000","202,000"
E01027306,"317,500","302,520"
E01027307,"177,500","235,000"
E01027308,"247,500","255,000"
E01032982,"179,000","177,500"
E01032983,"213,000","235,500"
E01032984,"250,000","225,000"
E01032985,"249,995","291,250"
E01027309,"136,000","135,000"
E01027310,:,"79,500"
E01027311,"176,000","142,500"
E01027312,"117,500","120,000"
E01027313,"105,000","97,000"
E01027314,"89,500","86,750"
E01027315,"116,000","102,500"
E01027316,"120,000","117,500"
E01027317,"122,500","119,950"
E01027318,"87,000",:
E01027319,"111,750","112,000"
E01027320,"116,000","109,995"
E01027321,"165,000","160,000"
E01027322,"173,000","218,750"
E01027323,"145,500","150,000"
E01027324,"182,000","180,000"
E01027325,"136,500","165,000"
E01027326,"167,500","147,450"
E01027327,"125,000","106,500"
E01027328,"100,250","100,000"
E01027329,"175,000","174,000"
E01027330,"117,500","166,250"
E01027331,"113,250","82,500"
E01027332,"143,500","148,250"
E01027333,"180,750","184,475"
E01027334,"74,500",:
E01027335,"153,500","147,000"
E01027336,"103,750","95,000"
E01027337,"111,500","103,250"
E01027338,"217,750","189,000"
E01027339,"84,000","90,000"
E01027340,"84,500","91,000"
E01027341,"79,500","80,275"
E01027342,"109,000","104,000"
E01027343,"132,500","125,000"
E01027344,"124,995","154,000"
E01027345,"170,000","142,000"
E01027346,"160,000","144,000"
E01027347,"166,000","170,500"
E01027348,"165,000","152,875"
E01027349,"96,250","100,000"
E01027350,"106,500","104,000"
E01027351,"130,000","85,000"
E01027352,"106,000","93,975"
E01027353,"262,500","249,999"
E01027354,"209,000","165,000"
E01027355,"172,500","212,500"
E01027555,"180,000","177,500"
E01027556,"220,000","221,500"
E01027557,"370,000","452,500"
E01027558,"242,500","225,000"
E01027559,"172,000","132,500"
E01027560,"130,000","147,250"
E01027561,"247,000","216,000"
E01027562,"277,500","343,750"
E01027563,"198,500","202,500"
E01027564,"125,000","125,000"
E01027565,"154,100","147,000"
E01027566,"127,500","140,000"
E01027567,"250,000","229,500"
E01027568,"170,000","205,000"
E01027569,"359,500","330,000"
E01027570,"191,250","215,000"
E01027571,"248,750","212,750"
E01027572,"182,500","145,000"
E01027573,"310,000","216,750"
E01027574,"191,000","192,000"
E01027575,"133,750","159,125"
E01027576,"393,750","368,000"
E01027577,"160,000","175,000"
E01027578,"106,500","114,000"
E01027579,"105,000","117,000"
E01027580,:,"121,000"
E01027581,"115,500","110,000"
E01027582,"125,000","128,000"
E01027583,"170,000","150,000"
E01027584,"158,000","134,250"
E01027585,"246,875","270,000"
E01027586,"231,250","187,000"
E01027587,"177,750","161,000"
E01027588,"194,999","175,000"
E01027589,"176,500","156,000"
E01027590,"142,000","136,000"
E01027591,"270,000","425,000"
E01027592,"240,000","223,000"
E01027593,"245,500","220,000"
E01027594,"154,500","157,250"
E01027595,"235,000","245,500"
E01027596,"237,121","332,500"
E01027597,"196,500","185,000"
E01027598,"240,000","191,750"
E01027599,"125,000","150,433"
E01027600,"250,000","280,000"
E01027601,"265,000","285,000"
E01027603,"250,000","175,500"
E01027604,"216,500","159,950"
E01027605,"138,000","197,950"
E01027606,"200,000","180,000"
E01027607,"244,000","225,000"
E01027608,"125,000","120,000"
E01027609,"133,000","132,500"
E01027610,"160,000","150,000"
E01027611,"168,500","177,500"
E01027612,"135,750","122,200"
E01027613,"371,000","240,000"
E01027614,"185,000","188,500"
E01027615,"221,500","210,250"
E01027616,"175,000","190,000"
E01027617,:,"249,500"
E01027618,"270,000","265,000"
E01027619,"215,000","260,000"
E01027620,"198,000","227,000"
E01027621,"170,000","175,000"
E01027622,"299,500","307,000"
E01027623,"230,000","229,375"
E01027624,"208,750","247,500"
E01027625,"221,250","220,000"
E01027626,"312,475","262,500"
E01027627,"300,000","350,000"
E01027628,"376,250","210,000"
E01027629,"132,000","125,000"
E01027630,"164,000","185,002"
E01027631,"150,125","155,000"
E01027632,"185,975","206,250"
E01027633,"246,000","315,000"
E01027634,"287,500","370,000"
E01027635,"222,750","245,000"
E01027636,"193,750","425,000"
E01027637,"287,500","440,000"
E01033065,"237,500","217,500"
E01033066,:,:
E01027638,"184,000","195,000"
E01027639,"175,000","172,500"
E01027640,"172,500","175,000"
E01027641,"277,500","239,000"
E01027642,"250,000","235,000"
E01027643,"249,997","249,973"
E01027644,"225,000","196,750"
E01027645,"180,000","208,000"
E01027646,"415,379","452,500"
E01027647,"390,000","280,000"
E01027648,"196,725","245,000"
E01027649,"165,000","166,000"
E01027650,"195,000","185,000"
E01027651,"137,000","128,250"
E01027652,"227,500","225,000"
E01027653,"303,750","272,000"
E01027654,"325,000","418,000"
E01027655,"289,950","418,000"
E01027656,"204,000","230,000"
E01027657,"154,500","155,000"
E01027658,"133,750","144,000"
E01027659,"162,500","169,950"
E01027660,"327,500","295,000"
E01027661,"184,000","177,500"
E01027662,"304,975","340,000"
E01027663,"185,000","172,500"
E01027664,"250,000","255,975"
E01027665,"368,000","296,750"
E01027666,"252,500","245,000"
E01027667,"264,673","262,000"
E01027668,"197,500","177,250"
E01027669,"167,000","167,000"
E01027670,"170,000","183,750"
E01027671,"265,000","299,000"
E01027672,"240,000","229,250"
E01027673,"205,000","205,000"
E01027674,"394,000","385,500"
E01027675,"277,500","252,500"
E01027676,"150,000","146,000"
E01027677,"218,250","225,000"
E01027678,"146,500","153,000"
E01027679,"287,500","232,500"
E01027680,"240,000","224,000"
E01027681,"230,500","265,000"
E01027682,"458,500","375,000"
E01027683,"240,000","215,000"
E01027684,"285,000","359,000"
E01027685,"198,000","175,000"
E01027686,"286,250","267,500"
E01027687,"220,625","205,000"
E01027688,"405,000","330,000"
E01027689,"148,000","147,300"
E01027690,"172,250","180,300"
E01027691,"176,000","153,725"
E01027692,"183,250","240,000"
E01027693,"290,000","301,250"
E01027694,"214,975","236,250"
E01027695,"285,000","370,750"
E01027696,"305,000","293,500"
E01027697,"235,000","230,000"
E01027698,"367,000","359,500"
E01027699,"422,500","393,509"
E01027700,"407,000","437,500"
E01027701,"228,500","346,000"
E01027702,"170,000","175,000"
E01027703,"275,000","432,000"
E01027704,"340,000","400,000"
E01027705,"163,500","150,000"
E01027706,"147,500","145,500"
E01027707,"180,000","155,000"
E01027708,"177,500","201,000"
E01027709,"196,625","227,000"
E01027710,"172,000","165,000"
E01027711,"148,500","130,750"
E01027712,"222,000","219,950"
E01027713,"168,000","255,500"
E01027714,"237,000","213,500"
E01027715,"241,250","194,000"
E01027716,"390,000","475,000"
E01027717,"248,000","247,500"
E01027718,"320,000","283,500"
E01027719,"233,500","230,000"
E01027720,"152,000","145,000"
E01027721,"155,000","156,500"
E01027722,"235,000","210,500"
E01027723,"148,750","147,000"
E01027724,"340,000","325,000"
E01027725,"285,000","372,475"
E01027726,"160,500","150,000"
E01027727,"161,000","152,500"
E01027728,"162,750","155,000"
E01027729,"133,500","135,000"
E01027730,"361,200","291,500"
E01027731,"196,000","240,500"
E01027732,"310,000","249,999"
E01027733,"346,000","343,000"
E01027734,"435,000","320,000"
E01027735,"420,000","250,000"
E01027736,"182,000","260,000"
E01027737,"221,250","198,750"
E01027738,"144,750","140,000"
E01027739,"160,000","151,000"
E01027740,"152,500","137,500"
E01027741,"162,500","175,975"
E01027742,"275,000","262,500"
E01027743,"203,750","175,500"
E01027744,"265,000","282,500"
E01027745,"192,500","228,000"
E01027746,"172,500","159,475"
E01027747,"175,000","134,500"
E01027748,"154,750","140,000"
E01027749,"78,000","75,000"
E01027750,"117,750","124,250"
E01027751,"195,000","230,000"
E01027752,"234,475","240,000"
E01027753,"235,000","192,500"
E01027754,:,:
E01027756,"191,500","165,000"
E01027758,"293,000","220,000"
E01027759,"249,998","205,000"
E01027760,"155,000","195,000"
E01027761,"269,500","240,000"
E01027762,"332,500","340,000"
E01027763,"280,500","230,750"
E01027764,"221,000","200,000"
E01027765,"157,500","155,125"
E01027766,"178,000","173,000"
E01027767,"184,000","158,000"
E01027768,"210,000","172,000"
E01027769,"200,000","230,000"
E01027770,"215,000","155,000"
E01027771,"160,000",:
E01027772,"124,500","141,500"
E01027773,"250,000","220,000"
E01033183,:,:
E01033184,"110,000","98,475"
E01033185,"175,000","195,000"
E01033186,"245,000","205,000"
E01027774,"186,475","154,000"
E01027775,"285,000","245,000"
E01027776,"274,000","239,000"
E01027777,"300,000","330,000"
E01027778,"255,000","295,000"
E01027779,"215,000","220,000"
E01027780,"313,500","247,500"
E01027781,"185,000","200,000"
E01027782,"317,500","242,950"
E01027783,"189,475","178,000"
E01027784,"170,000","161,500"
E01027785,"134,000","125,000"
E01027786,"242,500","214,750"
E01027787,"142,250","137,500"
E01027788,"163,500","146,000"
E01027789,"140,999","151,000"
E01027790,"135,000","139,000"
E01027791,"186,000","185,000"
E01027792,"154,000","157,750"
E01027793,"160,000","132,998"
E01027794,"183,000","175,500"
E01027795,"135,750","159,250"
E01027796,"182,500","160,000"
E01027797,"229,950","244,475"
E01027798,"130,000","157,000"
E01027799,"250,000","200,000"
E01027800,"210,000","284,000"
E01027801,"197,500","206,500"
E01027802,"282,500","249,000"
E01027803,"245,000","236,000"
E01027804,"121,000","72,500"
E01027805,"124,700","145,500"
E01027806,"88,000","98,750"
E01027807,"132,000","138,000"
E01027808,"152,000","141,000"
E01027809,"134,250","112,000"
E01027810,"107,500","98,250"
E01027811,"112,500","106,000"
E01027812,"98,000","82,950"
E01027813,"215,680","225,000"
E01027814,"174,100","212,500"
E01027815,"235,000","197,500"
E01027816,"161,500","158,250"
E01027817,"111,000","105,000"
E01027818,"116,500","104,500"
E01027819,"89,000","82,450"
E01027820,"89,950","83,500"
E01027821,"271,000","262,475"
E01027822,"270,000","270,000"
E01027823,"219,000","195,000"
E01027824,"176,000","140,000"
E01027825,"102,175","99,850"
E01027826,"123,000","120,000"
E01027827,"98,000","98,750"
E01027828,"147,250","156,600"
E01027829,"134,500","142,250"
E01027830,"117,000","125,000"
E01027831,"202,500","233,000"
E01027832,"232,500","213,500"
E01027833,"160,000","154,500"
E01027834,"135,000","138,000"
E01027835,"149,000","130,975"
E01027836,"184,500","190,000"
E01027837,"162,000","154,000"
E01027838,"215,000","180,000"
E01027839,"187,000","175,000"
E01027840,"169,500","175,000"
E01027841,"221,250","265,000"
E01027842,"150,000","135,000"
E01027843,"140,000","141,000"
E01027844,"165,000","175,000"
E01027845,"154,000","150,725"
E01027846,"124,950","115,000"
E01027847,"85,000","83,750"
E01027848,"169,998","152,000"
E01027849,"175,000","116,000"
E01027850,"118,000","111,000"
E01027851,"125,000","125,000"
E01027852,"71,000","115,000"
E01027853,"122,725","113,750"
E01027854,"98,000","95,000"
E01027855,"238,500","242,500"
E01027856,"250,000","217,975"
E01027857,"263,000","380,000"
E01027858,"145,000","137,250"
E01027859,"177,500","150,000"
E01027860,"149,750","164,225"
E01027861,"126,675","92,500"
E01027862,"108,500","92,500"
E01027863,"144,000","144,000"
E01027864,"141,500","139,000"
E01027865,"146,000","159,000"
E01027866,"148,500","153,000"
E01027867,"176,250","181,250"
E01027868,"116,250","117,500"
E01027869,"143,000","124,475"
E01027870,"185,000","200,000"
E01027871,"164,250","180,500"
E01027872,"125,000","105,000"
E01027873,"135,000","149,000"
E01027874,"94,950",:
E01027875,"299,000","320,000"
E01027876,"149,000","139,000"
E01027877,"142,000","154,500"
E01027878,"115,000","98,000"
E01027879,"137,500","140,000"
E01027880,"224,998","193,375"
E01027881,"191,250","122,475"
E01027882,"178,000","176,000"
E01027883,"169,750","169,000"
E01027884,"123,000","120,000"
E01027885,"147,475","147,500"
E01027886,"197,500","205,000"
E01027887,"166,125","180,540"
E01027888,"209,250","187,500"
E01027889,"108,000","141,750"
E01027890,"165,225","147,850"
E01027891,"154,000","199,000"
E01027892,"119,500","116,248"
E01027893,"174,997","184,000"
E01027894,"129,000","124,000"
E01027895,"152,500","175,000"
E01027896,"158,800","158,250"
E01027897,"161,000","176,941"
E01027898,"156,500","165,000"
E01027899,"249,250","292,000"
E01027900,"200,000","203,000"
E01027901,"178,000","235,000"
E01027902,"155,750","165,000"
E01027903,"372,500","366,125"
E01027904,"219,900","232,500"
E01027905,"91,000","112,500"
E01027906,"112,500","111,500"
E01027907,"69,950","81,000"
E01027908,"90,000","89,475"
E01027909,"100,000","101,000"
E01027910,"121,000","140,500"
E01027911,"153,000","153,000"
E01027912,"144,250","143,500"
E01027913,"170,000","172,925"
E01027914,"168,550","151,000"
E01027915,"122,000","133,000"
E01027916,"120,000","115,000"
E01027917,"184,975","194,999"
E01027918,"130,500","116,250"
E01027919,"171,975","108,750"
E01027920,"149,300","148,500"
E01027921,"172,000","218,500"
E01027922,"207,500","217,500"
E01027923,"200,000","163,000"
E01027924,"220,000","175,975"
E01027925,"159,995","150,000"
E01027926,"95,000","104,000"
E01027927,"109,975","115,000"
E01027928,"94,000","87,500"
E01027929,"132,995","131,500"
E01027930,"134,995","143,545"
E01027931,"104,499","183,750"
E01027932,"87,000","85,000"
E01027933,"95,000","99,000"
E01027934,"145,000","125,000"
E01027935,"112,500","105,000"
E01027936,"155,000","140,000"
E01027937,"86,500","80,000"
E01027938,"144,750","140,000"
E01027939,:,"75,000"
E01027940,"122,500","119,500"
E01027941,"110,000","120,000"
E01027942,"97,500","120,000"
E01027943,"97,500","83,000"
E01027944,"115,000","117,750"
E01027945,"79,950","89,500"
E01027946,"119,000","150,000"
E01027947,"125,000","120,000"
E01027948,"180,380","183,000"
E01027949,"81,500","108,000"
E01027950,"118,000","115,500"
E01027951,"69,500",:
E01027952,"80,500","72,500"
E01027953,"125,000","96,250"
E01027954,"63,500","77,475"
E01027955,"74,000","62,500"
E01027956,"78,000","95,000"
E01027957,"138,000","95,500"
E01027958,"73,500","83,800"
E01027959,"150,000","142,500"
E01027960,"124,500","128,600"
E01027961,"138,000","153,998"
E01027962,"93,000","97,000"
E01027963,"134,000","126,725"
E01027964,"89,000","82,750"
E01027965,"66,000","66,723"
E01027966,"78,250","86,500"
E01027967,"67,500","55,000"
E01027968,"101,000","71,000"
E01027969,"82,500","70,000"
E01027970,"94,000","93,500"
E01027971,"113,000","109,750"
E01027972,"136,495","139,000"
E01027973,"129,975","143,000"
E01027974,:,:
E01027975,"130,000","119,000"
E01027976,"85,000","72,500"
E01027977,"88,500","85,000"
E01027978,"70,000","47,875"
E01027979,"123,000","112,500"
E01027980,"80,025","85,000"
E01027981,"97,500","112,500"
E01027982,"105,000","79,250"
E01027983,"72,000","70,225"
E01027984,"105,026","124,500"
E01027985,"91,500","106,250"
E01027986,"98,000","85,000"
E01027987,"120,000","113,000"
E01027988,"83,000","105,000"
E01027989,"114,950","104,500"
E01027990,"105,000","113,000"
E01027991,:,"82,950"
E01027992,"153,500","149,995"
E01027993,"154,500","139,500"
E01027994,"120,000","125,000"
E01027995,"124,000","115,475"
E01027996,"100,000","85,000"
E01027997,"124,500","122,500"
E01027998,"96,500","75,000"
E01027999,"142,500","129,500"
E01028000,"200,000","180,000"
E01028001,"84,500","67,350"
E01028002,"115,000","103,000"
E01028003,"114,000","110,000"
E01028004,"128,000","130,000"
E01028005,"184,500","197,225"
E01028006,"310,000","164,250"
E01028007,"191,500","235,000"
E01028008,"171,500","108,000"
E01028009,"147,000","162,875"
E01028010,"206,000","124,975"
E01028011,"103,000","87,475"
E01028012,"94,500","95,000"
E01028013,"156,898","148,500"
E01028014,"98,000","98,975"
E01028015,"141,000","146,223"
E01028016,"113,000","111,750"
E01028017,"124,500","164,995"
E01028018,"158,000","138,000"
E01028019,"92,500","93,248"
E01028020,"105,000","105,000"
E01028021,"151,250","115,000"
E01028022,"123,500","105,000"
E01028023,"265,000","232,250"
E01028024,"86,998","123,500"
E01028025,"60,000","84,000"
E01028026,"92,546","72,500"
E01028027,"67,875","77,500"
E01028028,"124,500","121,475"
E01028029,"79,950","74,975"
E01028030,"96,250","85,000"
E01028031,"97,875","142,500"
E01028032,"170,000","152,500"
E01028033,"227,850","162,000"
E01028034,"185,999","166,000"
E01028035,"165,000","190,000"
E01028036,"188,000","176,500"
E01028037,"145,475","152,000"
E01028038,"132,500","114,975"
E01028039,"164,000","132,000"
E01028040,"141,250","119,750"
E01028041,"103,000","133,125"
E01028042,"97,500","95,000"
E01028043,"105,000","95,000"
E01028044,"88,500","86,975"
E01028045,"92,000","87,500"
E01028046,"97,500","84,000"
E01028047,"167,500","174,995"
E01028048,"117,000","102,000"
E01028049,"124,995","124,995"
E01028050,"127,475","117,000"
E01028051,"92,475","94,250"
E01028052,"122,475","122,475"
E01028053,"86,225","77,975"
E01028054,"153,750","136,000"
E01028055,"73,950","67,500"
E01028056,"89,000","89,950"
E01028057,"63,000","61,000"
E01028058,"163,000","140,000"
E01028059,"154,000","138,000"
E01028060,"182,500","195,000"
E01028061,"130,750","137,500"
E01028062,"87,000","89,000"
E01028063,"170,000","163,000"
E01028064,"67,000","74,000"
E01028065,"53,000","57,495"
E01028066,"78,500","81,750"
E01028067,"78,500","79,950"
E01028068,"69,950","68,000"
E01028069,"135,250","135,250"
E01028070,"230,000","187,500"
E01028073,"137,500","125,250"
E01028074,"129,500","125,000"
E01028075,"124,998","119,950"
E01028076,"160,250","140,000"
E01028077,"133,350","119,000"
E01028078,"138,475","124,000"
E01028079,"144,995","166,000"
E01028080,"126,000","122,000"
E01028081,"121,000","145,000"
E01028082,"133,500","129,995"
E01028083,"122,750","121,000"
E01028084,"225,000","227,000"
E01028085,"175,500","196,000"
E01028086,"123,000","121,000"
E01028087,"179,950","333,750"
E01028088,"210,250","210,000"
E01028089,"255,000","216,000"
E01028090,"163,998","160,000"
E01028091,"196,500","205,250"
E01028092,"120,000","127,500"
E01028093,"129,750","120,000"
E01028094,"195,000","125,000"
E01028095,"183,500","175,000"
E01028096,"187,500","215,000"
E01028097,"169,250","152,000"
E01028098,"84,000","83,750"
E01028099,"110,000","114,500"
E01028100,"124,000","125,000"
E01028101,"98,500","85,000"
E01028102,"88,750","95,500"
E01028103,:,"116,000"
E01028104,"118,000","142,000"
E01028105,"111,750","96,000"
E01028106,"153,000","123,500"
E01028107,"112,000","110,000"
E01028108,"99,250","114,000"
E01028109,"117,250","101,000"
E01028110,"91,000","144,000"
E01028111,"115,950","123,000"
E01028112,"76,500","76,500"
E01028113,"91,000","96,500"
E01028114,"97,500","88,000"
E01028115,"134,995","125,000"
E01028116,"112,000","115,000"
E01028117,"154,998","165,000"
E01028118,"145,000","140,000"
E01028119,"134,000","150,000"
E01028120,"155,000","142,500"
E01028121,"173,500","171,500"
E01028122,"115,000","100,000"
E01028123,"192,500","175,000"
E01028124,"148,750","172,000"
E01028125,"122,498","113,000"
E01028126,"135,000","110,000"
E01028127,"91,726","105,500"
E01028128,"142,000","142,000"
E01028129,"133,525","178,750"
E01028130,"100,000","96,000"
E01028131,"125,000","121,000"
E01028132,"122,248","124,950"
E01028133,"83,000","98,250"
E01028134,"84,000","90,750"
E01028135,"163,500","177,000"
E01028136,"166,250","155,000"
E01028137,"173,500","176,250"
E01028138,"122,000","128,000"
E01028139,"150,500","212,500"
E01033412,"150,000","146,000"
E01033413,"90,000","105,500"
E01028142,"147,995","135,500"
E01028143,"106,000","111,250"
E01028144,"96,750","91,000"
E01028146,"114,750","97,000"
E01028147,"66,500","67,500"
E01028148,"217,000","255,000"
E01028149,"239,950","186,500"
E01028150,"150,000","137,500"
E01028151,"182,500","166,500"
E01028152,"153,750","151,500"
E01028153,"82,500","90,000"
E01028154,"150,000","100,500"
E01028155,"107,500","112,500"
E01028156,"133,000","103,750"
E01028157,"159,475","150,000"
E01028158,"113,000","100,000"
E01028159,"123,500","125,000"
E01028160,"119,950","112,500"
E01028161,"74,000","79,973"
E01028162,"112,500","104,975"
E01028163,"145,000","140,000"
E01028164,"114,600","103,650"
E01028165,"118,500","110,000"
E01028166,"102,000","99,500"
E01028167,"94,000","90,000"
E01028168,"148,000","155,000"
E01028169,"179,475","218,250"
E01028170,"142,000","195,498"
E01028171,"115,475","104,750"
E01028172,"192,000","180,000"
E01028173,:,:
E01028174,"110,000","104,250"
E01028175,"170,000","121,250"
E01028176,"160,000","155,500"
E01028177,"114,000","116,000"
E01028178,"258,000","190,000"
E01028179,"130,000","182,886"
E01028180,"175,000","142,000"
E01028181,"107,500","111,500"
E01028182,"129,995","126,750"
E01028183,"120,000","124,950"
E01028184,"128,000","115,500"
E01028185,"85,000","80,000"
E01028186,"85,000","77,925"
E01028187,"76,250","76,000"
E01028188,"107,500","110,000"
E01028189,"174,500","200,000"
E01028190,"122,500","115,000"
E01028191,"109,995","112,500"
E01028192,"83,750","79,000"
E01028193,"170,475","164,998"
E01028194,"163,400","145,500"
E01028195,"132,000","133,500"
E01028196,"157,000","159,475"
E01028197,"158,750","163,000"
E01028198,"222,500","231,000"
E01028199,"250,000","198,750"
E01028200,"189,625","198,995"
E01028201,"236,500","235,000"
E01028202,"126,250","130,000"
E01028203,"108,950","108,950"
E01028204,"127,500","129,750"
E01028205,"145,000","123,750"
E01028206,"115,250","125,250"
E01028207,"137,500","153,000"
E01028208,"120,000","115,000"
E01028209,"89,000","102,000"
E01028210,"97,000","130,000"
E01028211,"113,975","117,000"
E01028212,"106,000","106,750"
E01028213,"277,000","260,000"
E01028214,"160,000","153,500"
E01028215,"223,000","220,000"
E01028216,"180,000","237,750"
E01028217,"192,000","242,000"
E01028218,"182,500","180,000"
E01032622,"153,000","170,000"
E01028219,"170,000","154,000"
E01028220,"120,000","120,000"
E01028222,"169,500","179,000"
E01028223,"140,000","105,475"
E01028224,"75,000","120,000"
E01028225,"82,000","101,061"
E01028226,"70,000","56,550"
E01028227,"74,000","69,000"
E01028228,"85,000","93,000"
E01028229,"112,000","100,000"
E01028230,"69,950","59,500"
E01028231,"87,000","72,950"
E01028232,"152,500","95,500"
E01028233,"79,999","76,200"
E01028234,"63,000","65,750"
E01028235,"114,000","93,475"
E01028236,"113,500","100,000"
E01028237,"142,500","115,000"
E01028238,"85,000",:
E01028239,"88,500","72,475"
E01028240,"112,000","112,000"
E01028241,"139,000","139,998"
E01028242,"82,000","87,950"
E01028243,"125,000","121,500"
E01028244,"93,000","93,000"
E01028245,"80,000","80,000"
E01028246,"138,000","126,225"
E01028247,"62,000","56,000"
E01028248,"87,500","86,000"
E01028249,"80,000","83,000"
E01028250,"108,000","106,000"
E01028251,"131,000","124,950"
E01028252,"142,500","127,000"
E01028253,"125,000","112,250"
E01028254,"95,500","117,500"
E01028255,"175,000","230,000"
E01028256,"95,000","64,000"
E01028257,"70,000","71,000"
E01028258,"127,750","90,000"
E01028259,"115,725","84,000"
E01028260,"112,500","107,000"
E01028261,"160,000","111,000"
E01028262,"107,250","118,000"
E01028263,:,:
E01028264,"111,000","107,500"
E01028267,"110,000","98,000"
E01028268,"62,500","57,000"
E01028269,"60,000","60,000"
E01028270,"125,000","137,500"
E01028271,"75,000","63,000"
E01028272,"97,000","110,000"
E01028273,"100,000","86,500"
E01028274,"118,500","85,000"
E01028275,"65,000","67,000"
E01028276,"66,000","55,000"
E01028277,"118,975","110,000"
E01028278,"83,750","103,000"
E01028279,:,"97,500"
E01028280,"84,000","82,500"
E01028281,"119,950","119,950"
E01028282,"76,975","90,000"
E01028283,"142,975","140,000"
E01028284,"99,000","98,000"
E01033389,"112,000","112,000"
E01033390,"133,470","127,463"
E01033391,"154,500","150,000"
E01033392,"76,000","72,000"
E01028285,"103,750","96,000"
E01028286,"135,000","116,875"
E01028287,"126,750","125,000"
E01028288,"119,500","124,500"
E01028289,"120,000","125,000"
E01028290,"131,125","129,000"
E01028291,"97,250","104,500"
E01028292,"185,000","173,000"
E01028293,"110,000","122,000"
E01028294,"106,250","86,000"
E01028295,"135,750","130,000"
E01028296,:,"136,248"
E01028297,:,"73,500"
E01028298,"113,000","133,750"
E01028299,"87,000","80,000"
E01028300,"75,500","75,000"
E01028301,"70,000","65,000"
E01028302,"110,000","104,000"
E01028303,"161,000","143,500"
E01028304,"86,000","84,500"
E01028305,"99,975","97,000"
E01028306,"92,503","108,000"
E01028307,"132,500","117,500"
E01028308,"158,500","146,000"
E01028309,"156,700","152,000"
E01028310,"110,000","130,000"
E01028311,"99,000","97,500"
E01028312,"241,500","240,000"
E01028313,"115,000","96,000"
E01028314,"91,500","159,950"
E01028315,"172,500","181,125"
E01028316,"196,000","138,500"
E01028317,"171,725","244,975"
E01028318,"90,000","89,000"
E01028319,"100,000","93,500"
E01028320,"90,000","84,250"
E01028321,"169,595","195,350"
E01028322,"169,950","140,000"
E01028323,"95,500","96,250"
E01028325,"285,000","267,500"
E01028326,"139,000","145,000"
E01028327,"173,500","188,500"
E01028328,"205,000","170,000"
E01028329,"400,000","352,000"
E01028330,"240,000","250,000"
E01028331,"245,000","250,000"
E01028332,"240,000","289,975"
E01028333,"124,975","118,000"
E01028334,"90,000","87,750"
E01028335,"113,000","108,000"
E01028336,"167,500","235,000"
E01028337,"176,000","190,000"
E01028338,"85,750","90,000"
E01028339,"83,000","75,000"
E01028340,"81,000","67,250"
E01028341,"129,998","129,995"
E01028342,"73,500","72,000"
E01028343,"87,000","82,250"
E01028344,"110,000","95,000"
E01028345,"208,000","230,000"
E01028346,"193,000","185,000"
E01028347,"270,000","297,500"
E01028348,"205,000","250,000"
E01028349,"209,000","285,000"
E01028350,"160,000","203,500"
E01028351,"362,500","314,000"
E01028352,"338,500","332,500"
E01028353,"178,000","170,000"
E01033393,"144,995","148,000"
E01033394,"138,000","155,000"
E01028354,"303,000","272,500"
E01028355,"192,500","155,975"
E01028356,"164,750","198,000"
E01028357,"189,975","158,750"
E01028358,"177,500","146,000"
E01028359,"161,475","195,000"
E01028360,"179,950","173,000"
E01028361,"145,000","145,000"
E01028362,"107,500","126,250"
E01028363,"231,250","249,950"
E01028364,"210,000","181,250"
E01028365,"226,000","222,000"
E01028366,"100,500","102,000"
E01028367,"117,000","113,000"
E01028368,"167,950","145,000"
E01028369,"115,000","100,000"
E01028370,"138,000","140,500"
E01028371,"184,500","174,950"
E01028372,"157,000","218,500"
E01028373,"425,000","342,500"
E01028374,"173,000","190,000"
E01028375,"217,500","160,000"
E01028376,"232,500","174,950"
E01028377,"249,999","238,000"
E01028378,"160,998","192,000"
E01028379,"178,000","245,000"
E01028380,"122,450","118,000"
E01028381,"162,000","160,000"
E01028382,"158,000","162,000"
E01028383,"148,000","135,000"
E01028384,"234,975","247,225"
E01028385,"245,500","245,250"
E01028386,"246,500","249,975"
E01028387,"180,000","220,000"
E01028388,"224,000","235,000"
E01028389,"174,500","176,250"
E01028390,"162,500","187,500"
E01028391,"238,000","210,000"
E01028392,"179,750","175,500"
E01028393,"188,750","182,000"
E01028394,"174,950","163,000"
E01028395,"209,950","230,000"
E01028396,"195,000","210,000"
E01028397,"315,000","287,500"
E01028398,"181,000","180,000"
E01028399,"249,999","274,500"
E01028400,"307,500","276,000"
E01028401,"265,000","250,000"
E01028402,"274,000","284,750"
E01028403,"317,500","276,163"
E01028404,"172,500","173,725"
E01028405,"159,500","169,500"
E01028406,"160,000","142,000"
E01028407,"182,000","158,000"
E01028408,"282,500","190,000"
E01028409,"332,500","211,500"
E01028410,"249,995","298,750"
E01028411,"295,000","305,000"
E01028412,"267,500","299,950"
